,id,symbol,price_04-22-21,market_cap_billion(2021),market_cap_rank,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date
176,true-usd,tusd,1.0,0.318053231,177,1.62,-38.25302,2018-08-26T20:41:09.375Z,0.88355,13.10994,2020-03-12T10:47:51.380Z
177,akash-network,akt,5.68,0.317248673,178,8.07,-29.73952,2021-04-06T18:59:48.484Z,0.333077,1603.36062,2020-10-23T07:54:44.286Z
178,haven,xhv,21.13,0.317010994,179,28.9,-26.63403,2021-04-16T00:40:46.907Z,0.081989,25759.69397,2019-09-25T00:00:00.000Z
179,celer-network,celr,0.055783,0.311349935,180,0.10271,-45.97106,2021-03-28T05:09:09.379Z,0.00095575,5706.26033,2020-03-13T02:24:17.287Z
180,noia-network,noia,0.739173,0.310915041,181,0.891859,-16.69102,2021-03-29T06:04:08.394Z,0.00214757,34497.22466,2020-09-27T23:39:49.917Z
181,fetch-ai,fet,0.451859,0.310306433,182,0.865185,-47.87824,2021-03-31T12:24:24.314Z,0.00816959,5419.85343,2020-03-13T02:24:18.347Z
182,swipe,sxp,3.56,0.307639749,183,5.46,-34.7499,2021-04-10T11:29:39.342Z,0.161303,2107.10557,2020-03-18T13:24:48.021Z
183,seth,seth,2549.44,0.305934035,184,2672.33,-4.6847,2021-04-22T16:38:13.281Z,0.01254476,20304322.87838,2020-04-01T00:44:33.804Z
184,wax,waxp,0.200393,0.303863492,185,2.77,-92.98557,2018-01-09T00:00:00.000Z,0.01594711,1119.13808,2019-12-30T16:39:58.981Z
185,metadium,meta,0.180895,0.300529936,186,0.452667,-59.44175,2021-04-01T01:24:04.623Z,0.00295026,6122.96737,2020-03-13T02:24:18.338Z
186,komodo,kmd,2.4,0.300516894,187,11.54,-79.24822,2017-12-22T00:00:00.000Z,0.0370814,6357.43265,2017-03-13T00:00:00.000Z
187,rocket-pool,rpl,18.83,0.297738703,188,20.57,-10.30259,2021-04-14T03:54:39.180Z,0.00884718,208451.38618,2018-08-28T00:00:00.000Z
188,aragon,ant,8.39,0.29450331,189,14.64,-42.64486,2021-04-06T09:35:37.795Z,0.301888,2681.00264,2018-11-27T00:00:00.000Z
189,polymath-network,poly,0.372973,0.294209105,190,1.59,-77.6223,2018-02-20T00:00:00.000Z,0.01100606,3136.49377,2020-03-13T02:22:30.088Z
190,anchor-protocol,anc,5.25,0.294197351,191,8.23,-36.40602,2021-03-19T08:34:07.726Z,2.92,79.08025,2021-03-17T16:23:11.787Z
191,bytom,btm,0.174166,0.291688336,192,1.16,-85.02296,2018-04-24T00:19:42.640Z,0.03706362,370.47921,2020-03-13T02:25:34.145Z
192,orbs,orbs,0.126901,0.286774783,193,0.360443,-64.95852,2021-03-16T10:14:34.928Z,0.00469039,2592.83733,2019-12-20T09:02:40.254Z
193,gnosis,gno,188.92,0.283690676,194,441.99,-57.34072,2018-01-05T00:00:00.000Z,6.88,2638.93044,2020-03-13T02:24:11.825Z
194,velas,vlx,0.130977,0.280064883,195,0.208665,-37.36175,2021-04-02T04:20:53.456Z,0.01225373,966.64687,2019-10-16T00:00:00.000Z
195,kava,kava,4.77,0.278676317,196,8.01,-40.54692,2021-04-06T12:04:25.290Z,0.287137,1558.34926,2020-03-13T02:24:16.835Z
196,ark,ark,1.73,0.271247317,197,10.22,-83.08491,2018-01-10T00:00:00.000Z,0.0339403,4994.36887,2017-03-22T00:00:00.000Z
197,trustswap,swap,4.17,0.268661048,198,5.0,-16.9905,2021-04-16T04:42:53.319Z,0.03124961,13193.78998,2020-07-09T22:28:30.396Z
198,ampleforth-governance-token,forth,35.67,0.268591236,199,180.47,-80.26112,2021-04-21T16:13:43.320Z,22.09,61.28443,2021-04-21T18:44:54.094Z
199,bitshares,bts,0.098184,0.266097158,200,0.923921,-89.39327,2018-01-03T00:00:00.000Z,0.00271635,3507.69645,2016-01-08T00:00:00.000Z
200,paid-network,paid,2.81,0.26469033,201,6.04,-52.68143,2021-04-11T21:08:21.738Z,0.055013,5091.82024,2021-03-10T11:47:00.046Z
201,unibright,ubt,1.76,0.263727439,202,2.35,-25.0429,2021-04-06T03:20:02.479Z,0.00793962,22044.41887,2019-11-25T04:52:44.873Z
202,ultra,uos,0.476749,0.263488279,203,0.732169,-34.84288,2021-03-29T12:14:19.299Z,0.02137354,2132.01405,2019-09-02T00:00:00.000Z
203,storj,storj,1.84,0.26280898,204,3.81,-51.9819,2021-03-28T01:39:34.946Z,0.05024,3538.07322,2020-03-13T02:29:53.872Z
204,alchemix,alcx,1305.0,0.262798002,205,2066.2,-36.75556,2021-03-20T19:33:19.740Z,279.54,367.45894,2021-02-27T07:39:26.913Z
205,concierge-io,ava,4.97,0.259668523,206,6.45,-23.0511,2021-04-14T07:24:28.788Z,0.01218947,40587.11376,2019-02-27T00:00:00.000Z
206,iotex,iotx,0.04041258,0.258937835,207,0.082849,-51.42783,2018-06-01T08:24:46.753Z,0.00121576,3209.98091,2020-03-13T02:29:47.597Z
207,uquid-coin,uqc,25.94,0.258931039,208,27.49,-5.80054,2021-04-22T16:44:55.562Z,0.02606502,99240.4266,2019-07-24T00:00:00.000Z
208,gamercoin,ghx,0.650937,0.258591391,209,0.916669,-28.28482,2021-04-14T13:49:51.215Z,0.227452,189.02457,2021-04-08T23:39:24.414Z
209,newscrypto-coin,nwc,1.68,0.258339012,210,1.7,-2.36956,2021-04-26T09:59:23.594Z,0.01445461,11402.11287,2019-11-16T00:33:47.874Z
210,hathor,htr,1.34,0.255563616,211,1.89,-28.01269,2021-04-17T17:25:19.550Z,0.083857,1524.02489,2020-11-17T00:57:47.752Z
211,wanchain,wan,1.44,0.252751939,212,9.84,-85.37327,2018-05-04T02:19:31.924Z,0.076518,1780.45074,2020-03-13T02:24:41.445Z
212,titanswap,titan,2.52,0.25024653,213,2.98,-16.1139,2021-04-04T16:20:44.513Z,0.193159,1195.54811,2020-10-06T15:48:36.784Z
213,neutrino,usdn,0.992575,0.249445496,214,2.52,-60.72121,2021-03-17T18:34:56.998Z,0.793625,24.75958,2020-03-13T03:39:36.364Z
214,math,math,1.96,0.248036351,215,3.15,-39.40947,2021-03-20T19:38:09.306Z,0.137245,1291.36225,2020-05-20T07:13:32.540Z
215,unfederalreserve,ersdl,0.766914,0.246892715,216,0.79006,-3.18109,2021-04-26T08:52:52.828Z,0.00226185,33718.71971,2020-10-29T12:27:37.599Z
216,safepal,sfp,2.23,0.241028575,218,4.19,-46.78663,2021-02-09T18:30:34.250Z,1.28,74.16231,2021-02-08T15:39:51.635Z
217,zipmex-token,zmt,4.02,0.240337759,219,5.88,-31.89127,2021-04-15T03:31:38.559Z,0.308316,1198.71466,2021-02-04T16:54:19.145Z
218,injective-protocol,inj,17.93,0.239471416,220,20.92,-15.24217,2021-04-22T06:49:47.474Z,0.657401,2596.92061,2020-11-03T16:19:30.576Z
219,ethlend,lend,4.01,0.239076552,221,5.72,-29.9671,2021-02-10T06:02:02.154Z,0.00329759,121480.67869,2019-08-18T00:00:00.000Z
220,klever,klv,0.069827,0.237365806,222,0.166705,-58.14387,2021-03-11T07:40:08.275Z,0.00338913,1958.82072,2020-12-29T16:24:38.986Z
221,badger-dao,badger,29.28,0.236335942,223,89.08,-67.20701,2021-02-09T01:03:21.398Z,2.81,940.88039,2020-12-05T10:29:11.104Z
222,shabu-shabu,kobe,5.82,0.235244211,224,8.22,-29.27294,2021-03-15T16:59:19.512Z,0.580666,900.77765,2021-01-06T04:35:44.114Z
223,metal,mtl,3.6,0.232440403,225,17.03,-78.87965,2018-06-21T04:04:27.124Z,0.117252,2967.12158,2020-03-13T02:29:54.468Z
224,kardiachain,kai,0.107061,0.231669531,226,0.160205,-33.22628,2021-04-14T10:19:05.859Z,0.00040295,26448.15969,2020-05-11T10:12:22.721Z
225,augur,rep,36.92,0.228561333,227,341.85,-89.511,2016-02-10T00:00:00.000Z,0.0,0.0,2016-01-22T00:00:00.000Z
226,trust-wallet-token,twt,0.654918,0.227253827,228,0.880595,-25.61821,2021-02-19T15:22:43.898Z,0.00277641,23491.68958,2020-06-09T09:15:06.983Z
227,reddcoin,rdd,0.00751716,0.226601335,217,0.0305647,-73.77118,2018-01-06T00:00:00.000Z,7.29e-06,109931.58578,2015-05-16T00:00:00.000Z
228,verasity,vra,0.03406935,0.22347256,229,0.055664,-38.64085,2021-04-17T04:48:57.942Z,0.00199511,1611.94648,2021-02-23T11:58:52.567Z
229,nusd,susd,1.02,0.222172707,230,2.45,-58.3299,2020-02-18T03:23:56.261Z,0.429697,138.01563,2020-03-18T08:09:20.698Z
230,thorchain-erc20,rune,13.6,0.220472477,231,16.8,-18.94079,2021-04-19T00:46:30.613Z,1.55,779.51339,2021-01-22T01:19:30.477Z
231,oasis-network,rose,0.145612,0.217750809,232,0.24593,-40.97203,2021-03-15T01:49:46.536Z,0.03200566,353.56726,2020-11-26T17:09:12.182Z
232,rif-token,rif,0.301685,0.21741679,233,0.455938,-33.86488,2021-04-12T21:44:18.713Z,0.0091475,3196.3652,2019-06-12T00:00:00.000Z
233,linear,lina,0.087606,0.216237879,234,0.298899,-70.78978,2021-03-18T11:19:58.139Z,0.00473638,1743.37379,2020-11-19T18:01:15.869Z
234,origintrail,trac,0.589006,0.213106021,235,0.900869,-34.6246,2021-03-17T00:19:38.798Z,0.00385262,15186.92611,2020-03-13T02:24:12.031Z
235,district0x,dnt,0.283581,0.212900511,236,0.48337,-41.36875,2021-04-19T07:48:07.777Z,0.00216748,12975.34911,2020-03-13T02:24:17.818Z
236,everipedia,iq,0.02119396,0.212169864,237,0.072382,-70.74186,2018-07-16T07:35:38.970Z,0.00063047,3259.00376,2020-03-13T02:29:15.457Z
237,pancake-bunny,bunny,413.14,0.211021776,238,467.3,-11.49597,2021-04-14T05:47:48.484Z,2.82,14551.19617,2020-11-18T15:18:36.988Z
238,coti,coti,0.305423,0.204336109,239,0.572352,-46.69403,2021-03-23T13:29:18.497Z,0.00556342,5383.9957,2019-11-07T10:29:26.372Z
239,utrust,utk,0.453268,0.204096177,240,1.18,-61.7244,2018-01-09T00:00:00.000Z,0.00540831,8286.11891,2020-03-13T02:22:29.746Z
240,olympus,ohm,1481.39,0.201156588,241,1517.86,-2.45264,2021-04-26T06:44:21.183Z,236.64,525.67904,2021-04-01T21:23:21.567Z
241,secret,scrt,2.93,0.200894978,242,5.38,-46.55908,2021-02-21T02:23:13.559Z,0.255219,1026.62611,2020-11-03T06:12:33.048Z
242,vai,vai,0.971166,0.199782691,243,1.2,-18.95799,2021-02-07T15:02:08.728Z,0.579175,67.36087,2021-02-20T12:41:31.556Z
243,handshake,hns,0.523103,0.19940038,244,0.83325,-36.72552,2021-04-10T09:43:27.608Z,0.075494,598.37685,2020-07-01T05:53:25.549Z
244,bakerytoken,bake,1.39,0.198888377,245,2.79,-50.30251,2021-02-19T15:29:10.154Z,0.00848322,16235.6802,2020-11-09T13:42:09.948Z
245,keep-network,keep,0.472894,0.198550555,246,6.1,-92.26443,2020-05-15T00:00:00.000Z,0.177138,166.39336,2020-11-17T03:49:09.210Z
246,syscoin,sys,0.324085,0.198019892,247,1.03,-68.68459,2018-01-13T00:00:00.000Z,0.00020971,153876.83048,2015-02-22T00:00:00.000Z
247,gas,gas,14.12,0.196612569,248,91.94,-84.654,2018-01-15T00:00:00.000Z,0.621309,2170.8756,2020-03-13T02:24:16.507Z
248,monacoin,mona,2.41,0.196316864,250,16.45,-85.39398,2017-12-06T00:00:00.000Z,0.02094446,11369.28102,2015-01-08T00:00:00.000Z
249,hive,hive,0.527582,0.195821055,249,1.04,-49.51008,2021-03-28T01:54:29.066Z,0.087309,502.96744,2020-04-06T07:35:48.099Z
250,perpetual-protocol,perp,6.53,0.19217644,251,16.14,-59.59718,2021-03-19T06:54:21.268Z,0.669544,873.71671,2020-11-19T05:18:13.592Z
251,stratis,strax,1.88,0.188426834,252,22.77,-91.65894,2018-01-08T00:00:00.000Z,0.0114071,16546.21227,2016-08-12T00:00:00.000Z
252,sora,xor,540.95,0.188273604,253,981.83,-45.21212,2021-04-06T11:35:00.332Z,0.085842,626547.72199,2020-05-11T20:18:05.112Z
253,superfarm,super,1.85,0.188128968,254,4.74,-61.07277,2021-03-31T07:38:55.006Z,0.841509,119.3337,2021-02-22T17:07:05.282Z
254,quark-chain,qkc,0.02873283,0.186477743,255,0.338765,-91.49296,2018-06-05T02:58:00.874Z,0.00137714,1992.65439,2020-03-13T02:29:16.944Z
255,gny,gny,1.08,0.185965806,256,3.24,-66.72175,2021-02-05T04:07:55.569Z,5.782e-05,1864138.3511,2019-10-29T12:39:18.092Z
256,rook,rook,354.06,0.185494372,257,838.98,-58.31099,2021-02-14T23:36:56.918Z,15.61,2141.30532,2020-11-08T13:30:04.026Z
257,crust-network,cru,105.64,0.184326276,258,179.24,-41.11876,2021-04-12T02:55:09.742Z,2.9,3538.05056,2020-11-04T15:55:30.172Z
258,tokocrypto,tko,2.42,0.181515797,259,3.77,-35.84496,2021-04-19T07:07:06.507Z,1.71,41.16389,2021-04-16T14:01:55.031Z
259,wrapped-nxm,wnxm,88.74,0.180854199,260,89.88,-1.65976,2021-04-26T14:09:38.495Z,8.14,985.30443,2020-07-27T15:50:07.313Z
260,polkastarter,pols,2.84,0.180688497,261,7.51,-62.25936,2021-02-16T16:12:35.417Z,0.116476,2332.38491,2020-10-29T16:39:44.123Z
261,aelf,elf,0.388127,0.179054441,263,2.6,-85.12627,2018-01-09T00:00:00.000Z,0.03545756,992.37252,2020-03-13T02:22:35.431Z
262,ethernity-chain,ern,18.78,0.178707073,262,73.86,-74.2532,2021-03-27T02:23:50.836Z,2.93,549.34114,2021-03-08T15:36:36.692Z
263,iexec-rlc,rlc,2.51,0.177246171,264,4.05,-38.26728,2018-01-12T00:00:00.000Z,0.153815,1526.86205,2018-12-15T00:00:00.000Z
264,compound-0x,czrx,0.03055407,0.176800571,265,0.282705,-89.19605,2020-03-05T11:12:45.931Z,0.00256919,1088.82641,2020-03-16T11:07:33.998Z
265,fx-coin,fx,0.679137,0.174782398,266,1.19,-43.00732,2021-04-19T02:15:00.872Z,0.03475487,1850.34246,2020-03-13T02:29:11.980Z
266,verus-coin,vrsc,2.79,0.173885886,267,3.41,-17.71512,2021-04-26T13:10:24.676Z,0.00177843,157818.88776,2020-11-29T04:57:39.065Z
267,atari,atri,0.446483,0.173493308,268,0.668399,-34.33361,2021-04-05T00:21:51.696Z,0.00234345,18629.36431,2020-11-02T10:43:15.839Z
268,tomochain,tomo,2.14,0.173332142,269,3.61,-40.90669,2021-04-10T15:39:45.110Z,0.139955,1425.43546,2020-03-13T02:24:15.954Z
269,e-radix,exrd,0.154779,0.172100527,270,0.19612,-21.18955,2021-03-21T05:20:28.184Z,0.056532,173.40915,2020-11-25T11:31:13.036Z
270,gala,gala,0.02281158,0.171781317,271,0.03444222,-33.87439,2021-03-06T02:17:48.088Z,0.00013475,16801.84814,2020-12-28T08:46:48.367Z
271,bytecoin,bcn,0.00093088,0.171344275,272,0.145166,-99.36341,2018-05-08T11:41:12.866Z,6.32e-06,14529.80843,2015-01-15T00:00:00.000Z
272,carry,cre,0.0187294,0.168354008,273,0.084369,-77.91613,2019-05-17T09:53:37.754Z,0.00083473,2132.07992,2020-03-13T02:17:31.348Z
273,api3,api3,7.5,0.16664738,274,10.3,-27.15288,2021-04-07T06:54:35.507Z,1.04,618.14539,2020-11-30T17:06:42.635Z
274,constellation-labs,dag,0.069941,0.165748976,275,0.095052,-26.33796,2021-03-30T10:08:19.759Z,0.00110189,6254.27672,2019-03-09T00:00:00.000Z
275,just,jst,0.116297,0.165737147,276,0.193254,-40.17885,2021-04-05T04:34:23.454Z,0.00476275,2327.31457,2020-05-09T06:08:54.872Z
276,edgeware,edg,0.02751213,0.16467983,277,0.056346,-52.22056,2021-03-30T00:42:18.947Z,0.0015984,1584.28247,2020-03-17T00:00:00.000Z
277,cartesi,ctsi,0.523508,0.162405795,278,0.792562,-34.07892,2021-04-05T07:53:31.419Z,0.02670608,1856.3548,2020-05-10T04:49:27.744Z
278,parsiq,prq,1.55,0.162235319,279,2.62,-40.69665,2021-04-12T04:14:28.577Z,0.0018575,83410.69384,2020-10-07T14:05:09.866Z
279,lukso-token,lyxe,10.76,0.160248159,280,27.08,-60.32951,2021-03-12T20:05:24.007Z,0.203056,5190.76694,2020-07-18T10:14:36.612Z
280,stakehound-staked-ether,steth,2485.9,0.159051203,281,2612.47,-4.84485,2021-04-22T16:21:12.093Z,1261.27,97.0945,2021-02-28T15:36:14.348Z
281,power-ledger,powr,0.369407,0.158739099,283,1.89,-80.47301,2018-01-07T00:00:00.000Z,0.03262537,1031.80823,2020-03-13T02:22:32.160Z
282,populous,ppt,4.38,0.158636449,282,75.19,-94.16979,2018-01-28T00:00:00.000Z,0.146812,2885.82645,2020-03-13T02:29:30.800Z
283,my-neighbor-alice,alice,9.09,0.157877339,284,40.93,-77.83193,2021-03-15T08:54:21.451Z,6.22,45.77274,2021-04-23T02:29:31.479Z
284,adex,adx,1.33,0.156876042,285,3.49,-62.35008,2018-01-09T00:00:00.000Z,0.03511504,3642.92078,2020-03-13T02:29:14.820Z
285,rari-governance-token,rgt,17.66,0.153880886,286,27.37,-35.55789,2021-04-15T23:52:18.768Z,0.213385,8167.09897,2020-11-05T19:59:44.138Z
286,lambda,lamb,0.082209,0.153716797,287,0.27618,-70.09411,2019-07-30T06:35:25.502Z,0.00707425,1067.5314,2018-12-31T00:00:00.000Z
287,ellipsis,eps,1.73,0.152363697,288,21.39,-91.943,2021-03-24T06:47:04.289Z,1.38,24.86758,2021-03-25T02:44:55.981Z
288,tether-gold,xaut,1779.84,0.151766509,289,2035.61,-12.71583,2020-04-29T17:35:21.297Z,1447.84,22.71822,2020-03-19T13:45:41.821Z
289,mainframe,mft,0.01607255,0.151325543,290,0.03490552,-53.81382,2021-04-03T00:45:08.262Z,0.00039058,4027.57913,2020-03-13T02:24:16.179Z
290,dia-data,DIA,3.61,0.149954919,291,5.32,-32.20093,2021-04-05T12:15:15.469Z,0.801169,350.50916,2020-08-03T17:35:07.183Z
291,mask-network,mask,13.77,0.149269,292,41.45,-66.99839,2021-02-24T17:42:44.637Z,7.37,85.64397,2021-02-28T18:42:25.446Z
292,paccoin,pac,0.01109561,0.148688915,299,0.01888026,-42.8831,2021-03-24T07:09:20.970Z,1.4e-07,7535761.18364,2017-10-10T00:00:00.000Z
293,compound-basic-attention-token,cbat,0.02330431,0.147080353,293,0.247355,-90.59208,2020-03-05T11:12:45.875Z,0.00184538,1161.03694,2020-03-13T02:30:31.098Z
294,safemars,safemars,3.7e-07,0.146872794,294,1.39e-06,-73.64379,2021-04-20T15:37:38.363Z,0.0,22542.43687,2021-03-20T20:24:22.708Z
295,lto-network,lto,0.520122,0.145681876,295,0.901021,-42.38147,2021-04-07T02:52:57.824Z,0.01589931,3165.26817,2019-01-29T00:00:00.000Z
296,litentry,lit,8.13,0.145625452,296,13.31,-39.19447,2021-02-16T00:00:00.000Z,3.04,166.28954,2021-02-04T22:32:34.380Z
297,iris-network,iris,0.147457,0.144956086,297,0.299467,-50.88428,2021-04-12T15:04:39.543Z,0.00825108,1682.62118,2020-03-13T02:24:42.292Z
298,nucypher,nu,0.416166,0.144874766,298,1.1,-62.39662,2021-02-21T18:18:20.394Z,0.062214,566.41135,2020-11-27T03:03:31.701Z
299,elastos,ela,7.52,0.143424882,300,89.14,-91.60427,2018-02-24T00:00:00.000Z,0.852971,777.4344,2020-03-13T02:12:32.581Z
300,defipulse-index,dpi,476.3,0.142754538,301,549.15,-13.37586,2021-04-15T22:43:17.328Z,57.2,731.70691,2020-11-05T13:58:56.357Z
301,render-token,rndr,0.925342,0.142677912,302,2.62,-64.75475,2021-03-27T23:44:23.994Z,0.03665669,2422.8818,2020-06-16T13:22:25.900Z
302,dao-maker,dao,7.11,0.141634062,303,8.71,-18.50853,2021-04-21T17:13:06.858Z,1.43,397.26092,2021-02-09T09:16:14.346Z
303,derivadao,ddx,5.5,0.141413516,304,12.78,-57.60161,2021-01-24T18:37:06.643Z,2.65,104.69721,2020-12-30T10:45:05.086Z
304,ramp,ramp,0.514861,0.140465249,305,1.01,-49.0955,2021-03-22T06:09:49.758Z,0.01170823,4296.6992,2020-10-30T22:53:59.409Z
305,aion,aion,0.28501,0.140346415,308,11.31,-97.48346,2018-01-09T00:00:00.000Z,0.04134703,588.67217,2020-03-13T02:29:35.109Z
306,sharering,shr,0.059391,0.140323233,306,0.098334,-41.00296,2021-03-31T21:37:17.160Z,8.787e-05,65926.2542,2020-02-28T05:20:11.672Z
307,free-coin,free,1.546e-05,0.140305918,307,3.775e-05,-58.70269,2019-03-04T01:05:04.454Z,4e-08,37503.06438,2020-04-01T07:03:36.517Z
308,coinmetro,xcm,0.459184,0.138757774,309,0.793476,-42.31872,2021-04-07T12:07:56.999Z,0.01235123,3605.59889,2019-05-04T00:00:00.000Z
309,crypto20,c20,4.13,0.137371747,310,4.86,-15.20058,2021-04-17T23:11:53.205Z,0.01643348,24982.81098,2019-12-04T01:07:53.012Z
310,melon,mln,102.42,0.136757954,311,258.26,-60.42007,2018-01-04T00:00:00.000Z,1.79,5605.22889,2020-03-13T02:24:22.336Z
311,hxro,hxro,0.542253,0.135151695,312,0.651398,-16.75342,2021-04-17T05:05:46.658Z,0.00914678,5828.50138,2019-11-10T15:12:15.992Z
312,nominex,nmx,4.8,0.13472506,313,8.03,-40.36352,2021-04-12T13:00:21.224Z,1.34,257.59059,2021-03-17T14:18:53.032Z
313,pha,pha,0.740216,0.131165412,314,1.16,-36.41963,2021-02-25T08:41:07.651Z,0.064594,1043.14981,2020-09-12T12:15:05.468Z
314,chromaway,chr,0.289082,0.128692725,315,0.738798,-61.23952,2021-03-13T07:49:35.688Z,0.00874003,3176.44119,2020-03-13T02:25:03.256Z
315,wozx,wozx,1.58,0.127723022,316,3.66,-56.41301,2020-12-09T20:40:54.320Z,1.05,52.56319,2021-02-23T11:49:49.534Z
316,maps,maps,1.71,0.127696455,317,1.72,-0.99581,2021-04-26T12:39:27.726Z,0.447076,280.8346,2021-02-01T14:29:45.353Z
317,sparkpoint,srk,0.01162265,0.126359131,318,0.02523125,-53.79563,2021-03-14T00:28:49.198Z,7.2e-06,161725.88978,2020-02-12T16:09:11.462Z
318,thunder-token,tt,0.01846975,0.125270455,319,0.052424,-64.81037,2019-05-09T05:30:13.492Z,0.00246661,647.89902,2020-03-13T00:50:47.332Z
319,energi,nrg,3.14,0.124637712,320,10.19,-69.36532,2019-06-25T19:34:23.298Z,0.24519,1173.55319,2018-09-20T00:00:00.000Z
320,stacktical,dsla,0.01918048,0.122060068,321,0.02429944,-21.34396,2021-04-04T19:57:39.303Z,3.86e-06,495634.47299,2019-12-31T20:29:27.895Z
321,zenon,znn,19.07,0.122011576,322,26.23,-25.09959,2021-04-01T08:30:58.556Z,0.144582,13487.38624,2020-11-24T06:29:46.719Z
322,fc-barcelona-fan-token,bar,41.27,0.121724904,323,72.55,-43.1371,2021-04-21T10:48:40.289Z,2.53,1532.7088,2020-09-05T20:09:54.039Z
323,aeternity,ae,0.318827,0.121600394,325,5.69,-94.47047,2018-04-29T03:50:39.593Z,0.059135,432.18702,2020-03-13T02:29:11.856Z
324,divi,divi,0.053218,0.120641799,324,0.11198,-52.61015,2018-01-09T00:00:00.000Z,0.00164792,3120.23321,2019-02-26T00:00:00.000Z
325,tokenlon,lon,5.14,0.120021185,326,9.81,-47.72564,2021-01-30T22:28:20.948Z,1.43,258.65262,2020-12-29T07:58:25.376Z
326,akropolis,akro,0.04446302,0.119236682,327,0.087404,-49.6479,2021-04-01T03:40:21.817Z,0.0005311,8186.56708,2020-01-20T23:58:51.966Z
327,kadena,kda,1.01,0.118682914,328,1.82,-44.06325,2021-04-10T07:14:07.171Z,0.065811,1446.10359,2020-03-13T02:00:28.582Z
328,auction,auction,40.44,0.118351941,329,70.44,-42.65219,2021-04-12T04:15:39.424Z,17.24,134.34876,2021-02-10T02:29:17.725Z
329,shopping-io,spi,121.64,0.117191606,330,291.68,-58.34551,2021-03-31T20:54:27.874Z,1.15,10460.2875,2021-01-04T11:36:10.941Z
330,mx-token,mx,1.03,0.116685429,331,1.5,-31.48425,2021-04-11T23:18:25.608Z,0.04218457,2338.90176,2019-11-25T05:59:45.392Z
331,usdp,usdp,0.991132,0.116560597,332,1.4,-29.4649,2020-11-28T17:07:59.731Z,0.805221,23.03941,2020-11-28T19:30:00.241Z
332,zcoin,firo,9.88,0.116556648,333,139.77,-92.93672,2017-12-26T00:00:00.000Z,0.279591,3430.89434,2016-12-02T00:00:00.000Z
333,frax,frax,0.999012,0.115470943,334,1.14,-12.48455,2021-02-07T12:55:35.766Z,0.964125,3.52091,2021-04-18T03:43:40.572Z
334,gemini-dollar,gusd,1.01,0.115129118,335,3.3,-69.63752,2018-10-11T17:36:21.529Z,0.78261,28.17816,2018-09-29T00:00:00.000Z
335,unit-protocol,col,0.02597905,0.114966356,336,0.02863799,-9.28464,2021-02-21T22:22:21.822Z,9.44e-05,27419.62347,2020-10-24T08:50:36.196Z
336,lockchain,loc,6.96,0.11489661,338,8.78,-20.89166,2021-04-05T17:53:19.554Z,0.00341704,203199.85413,2020-11-13T14:39:33.891Z
337,harvest-finance,farm,216.83,0.114876507,337,5078.47,-95.71657,2020-09-02T05:35:31.761Z,67.46,222.46778,2020-09-25T16:10:59.189Z
338,bella-protocol,bel,3.64,0.114508567,339,9.99,-63.62652,2020-09-15T11:44:52.153Z,0.629061,477.87644,2020-11-05T09:13:51.644Z
339,loom-network,loomold,0.136758,0.114387167,340,0.772485,-82.26384,2018-05-04T02:54:44.763Z,0.00786348,1642.34797,2020-03-13T02:29:21.252Z
340,nuls,nuls,1.02,0.114079496,341,8.53,-88.13079,2018-01-10T00:00:00.000Z,0.097178,942.06595,2020-03-13T02:03:59.153Z
341,tellor,trb,70.95,0.113317487,342,98.63,-28.31418,2021-04-20T13:19:29.077Z,0.01001379,705984.36483,2019-11-01T10:00:10.047Z
342,beam,beam,1.3,0.112717958,343,10.03,-87.07825,2019-01-04T14:43:42.084Z,0.155794,732.14781,2020-03-13T02:25:28.986Z
343,bscpad,bscpad,2.97,0.111611231,344,7.45,-62.04331,2021-03-07T20:09:42.684Z,0.360149,685.34761,2021-03-01T18:18:52.963Z
344,bosagora,boa,0.371381,0.111492024,345,0.606288,-38.82377,2021-03-28T15:11:46.457Z,0.00016749,221353.24085,2021-01-10T11:26:16.620Z
345,paris-saint-germain-fan-token,psg,52.66,0.110761617,346,53.33,-1.38738,2021-04-26T05:21:14.631Z,3.57,1374.32853,2020-07-01T12:39:27.848Z
346,rally-2,rly,0.79093,0.109583835,347,1.4,-43.47564,2021-03-31T19:48:43.422Z,0.04571443,1625.61823,2020-11-26T15:04:45.670Z
347,mxc,mxc,0.04479326,0.108991345,348,0.05665,-21.05961,2021-04-07T05:50:33.871Z,0.001109,3932.45684,2019-11-25T05:42:37.653Z
348,ignis,ignis,0.142744,0.10864864,349,20.25,-99.29558,2018-01-07T00:00:00.000Z,0.01125398,1167.78871,2020-03-13T02:24:02.880Z
349,einsteinium,emc2,0.488876,0.108317822,350,2.58,-81.04143,2017-12-18T00:00:00.000Z,5.88e-05,832349.55916,2016-01-18T00:00:00.000Z
350,loki-network,oxen,2.02,0.108265891,351,2.37,-15.17487,2021-04-22T16:34:06.322Z,0.10735,1769.54964,2019-06-19T00:00:00.000Z
351,pax-gold,paxg,1797.71,0.108013988,352,2155.11,-16.69056,2020-08-18T06:50:50.973Z,1399.64,28.2765,2019-11-18T03:09:35.959Z
352,marlin,pond,0.143723,0.107999652,353,0.323362,-55.81611,2020-12-21T23:37:33.267Z,0.01843166,675.15527,2021-01-04T10:18:13.292Z
